chr,interval_start,interval_stop,methSeqStart,methSeqStop,methSeqLength,numU,numM,MD,case_1,case_10,case_11,case_12,case_13,case_14,case_15,case_16,case_17,case_18,case_19,case_2,case_20,case_3,case_4,case_5,case_6,case_7,case_8,case_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_3,control_4,control_5,control_6,control_7,control_8,control_9
chr19,58220244,58220744,58220224,58220372,148,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
chr19,58220244,58220744,58220225,58220341,116,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,
chr19,58220244,58220744,58220225,58220341,121,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220225,58220346,121,1,7,0.875,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220225,58220346,121,8,0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220226,58220268,42,1,1,0.5,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220226,58220268,117,3,2,0.4,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220227,58220270,43,0,3,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220227,58220338,111,2,6,0.75,,,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220227,58220347,120,8,0,0.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220228,58220349,121,0,8,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220228,58220349,121,8,0,0.0,1.0,,,,1.0,,1.0,2.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220228,58220374,146,11,1,0.08333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220228,58220411,183,14,0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220228,58220503,242,20,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220252,23,1,1,0.5,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220268,39,1,2,0.6666666666666666,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220349,120,2,6,0.75,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220349,120,7,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220350,121,0,9,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220350,121,1,8,0.8888888888888888,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220350,121,2,7,0.7777777777777778,1.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220350,121,4,5,0.5555555555555556,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220374,145,2,10,0.8333333333333334,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220375,146,2,10,0.8333333333333334,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220229,58220376,147,3,9,0.75,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220230,58220350,120,2,6,0.75,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220230,58220351,121,0,7,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220230,58220351,121,1,7,0.875,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220230,58220351,121,8,0,0.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220230,58220359,129,8,0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220231,58220351,120,8,0,0.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220232,58220353,121,1,7,0.875,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220232,58220353,121,2,6,0.75,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220233,58220353,120,7,1,0.125,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220233,58220353,120,8,0,0.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220234,58220341,107,3,4,0.5714285714285714,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220234,58220353,119,2,6,0.75,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220234,58220354,120,8,0,0.0,2.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220234,58220355,121,2,6,0.75,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220235,58220348,113,5,2,0.2857142857142857,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220235,58220353,118,8,0,0.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220235,58220356,121,8,0,0.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220235,58220364,129,8,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220236,58220329,93,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,
chr19,58220244,58220744,58220236,58220329,121,1,4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
chr19,58220244,58220744,58220236,58220350,114,1,7,0.875,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220236,58220357,121,1,7,0.875,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220236,58220357,121,2,6,0.75,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220237,58220339,102,1,6,0.8571428571428571,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220237,58220357,120,2,6,0.75,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220238,58220347,109,7,0,0.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220238,58220359,121,7,0,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220239,58220360,121,7,0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220242,58220339,97,2,4,0.6666666666666666,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220242,58220363,121,7,0,0.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220243,58220363,120,1,6,0.8571428571428571,,,1.0,,,,,1.0,1.0,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220244,58220345,101,2,4,0.6666666666666666,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220244,58220364,120,0,7,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220244,58220364,120,1,6,0.8571428571428571,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220244,58220364,120,2,5,0.7142857142857143,,,,,1.0,,,,,,2.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220245,58220268,23,1,0,0.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220245,58220339,94,1,5,0.8333333333333334,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220245,58220366,121,8,0,0.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220245,58220380,135,11,0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220247,58220365,118,0,8,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220247,58220366,119,1,7,0.875,,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220247,58220368,121,8,0,0.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220250,58220371,121,1,8,0.8888888888888888,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220251,58220296,45,0,2,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220251,58220308,57,1,3,0.75,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220251,58220372,121,9,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
chr19,58220244,58220744,58220252,58220373,121,2,7,0.7777777777777778,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220295,42,1,1,0.5,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220308,55,1,3,0.75,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,0,10,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,1,9,0.9,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,2,8,0.8,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,3,7,0.7,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,4,6,0.6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,8,2,0.2,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220253,58220374,121,9,1,0.1,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220254,58220294,40,0,2,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220254,58220374,120,0,9,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220375,120,1,9,0.9,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220375,120,2,3,0.6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220375,120,4,6,0.6,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220375,120,9,1,0.1,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220375,120,10,0,0.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220255,58220423,168,13,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220256,58220295,39,1,1,0.5,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220256,58220376,120,1,9,0.9,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220256,58220376,120,2,8,0.8,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220256,58220376,120,3,7,0.7,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220256,58220376,121,8,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220257,58220352,95,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,
chr19,58220244,58220744,58220258,58220378,120,5,6,0.5454545454545454,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220258,58220378,120,11,0,0.0,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220259,58220378,119,9,0,0.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220259,58220379,120,10,1,0.09090909090909091,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220259,58220380,121,11,0,0.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220260,58220380,120,11,0,0.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220260,58220381,121,11,0,0.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220261,58220375,114,0,10,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220262,58220351,89,0,6,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220262,58220374,112,3,6,0.6666666666666666,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220262,58220383,121,0,10,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220262,58220383,121,1,9,0.9,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220262,58220383,121,9,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220339,76,1,4,0.8,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220363,100,6,0,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220374,111,0,9,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220374,111,2,7,0.7777777777777778,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220382,119,10,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220384,121,0,10,1.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220384,121,2,8,0.8,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220384,121,3,7,0.7,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220263,58220384,121,9,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220265,58220386,121,0,10,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220265,58220386,121,3,7,0.7,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220265,58220386,121,10,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220265,58220434,169,13,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
chr19,58220244,58220744,58220266,58220386,120,10,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
chr19,58220244,58220744,58220269,58220375,106,9,0,0.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220270,58220374,104,2,7,0.7777777777777778,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220271,58220341,70,0,5,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220271,58220374,103,1,8,0.8888888888888888,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220271,58220378,107,10,0,0.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220271,58220384,113,4,6,0.6,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220271,58220391,120,7,3,0.3,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220325,53,1,3,0.75,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220339,67,0,5,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220339,112,3,6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220345,73,1,4,0.8,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220383,111,8,2,0.2,1.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220272,58220393,121,10,0,0.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220274,58220339,65,1,4,0.8,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220274,58220351,77,1,5,0.8333333333333334,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220274,58220376,102,3,6,0.6666666666666666,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220274,58220384,110,2,8,0.8,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220339,64,2,3,0.6,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220374,99,1,8,0.8888888888888888,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220374,99,3,6,0.6666666666666666,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220384,109,2,8,0.8,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220396,120,7,1,0.125,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220396,121,2,9,0.8181818181818182,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220396,121,3,8,0.7272727272727273,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220396,121,11,0,0.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220275,58220407,132,11,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220339,63,1,4,0.8,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220339,120,0,12,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220364,88,6,0,0.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220373,97,2,6,0.75,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220374,98,1,8,0.8888888888888888,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220374,98,4,5,0.5555555555555556,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220376,100,2,7,0.7777777777777778,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220376,100,9,0,0.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220384,108,1,9,0.9,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220385,109,1,9,0.9,,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220276,58220385,120,9,0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220277,58220363,86,0,6,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220277,58220387,110,10,0,0.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220277,58220395,118,9,2,0.18181818181818182,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220279,58220308,29,3,0,0.0,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220281,58220402,121,11,0,0.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220283,58220384,101,0,10,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220283,58220404,121,3,9,0.75,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
